Nombre,Url,País,Biografía
Johanna Schouten-Elsenhout,https://es.wikipedia.org/wiki/Johanna_Schouten-Elsenhout,Surinam,"Johanna Isidoro Eugenia Schouten-Elsenhout (Paramaribo, 11 de julio de 1910 — ibídem, 23 de julio de 1992) fue una poetisa surinamesa."
Bea Vianen,https://es.wikipedia.org/wiki/Bea_Vianen,Surinam,"Beatrice Sylvia Vianen (Paramaribo, 6 de noviembre de 1935-6 de enero de 2019) hasta la década de 1990 fue la escritora más leída de Surinam."
Annette de Vries,https://es.wikipedia.org/wiki/Annette_de_Vries,Surinam,"Annette de Vries (Ámsterdam, 24 de mayo de 1954), es una escritora neerlandesa."
Joanna Werners,https://es.wikipedia.org/wiki/Joanna_Werners,Surinam,"Joanna Werners (Paramaribo, 25 de diciembre de 1953) es una escritora neerlandesa nativa de Surinam. "
Dorothee Wong Loi Sing,https://es.wikipedia.org/wiki/Dorothee_Wong_Loi_Sing,Surinam,"Dorothee Wong Loi Sing (Paramaribo, 17 de enero de 1954) es una novelista y artista de Surinam."
Delmira Agustini,https://es.wikipedia.org/wiki/Delmira_Agustini,Uruguay,"Delmira Agustini Murtfeldt (Montevideo, 24 de octubre de 1886-Montevideo, 6 de julio de 1914) fue una poetisa modernista uruguaya."
Myriam Albisu,https://es.wikipedia.org/wiki/Myriam_Albisu,Uruguay,"Myriam Albisu (Salto, 31 de enero de 1937) es una escritora uruguaya."
Teresa Amy,https://es.wikipedia.org/wiki/Teresa_Amy,Uruguay,"Teresa Amy (Montevideo, 15 de octubre de 1950 - Montevideo, 30 de enero de 2017) fue una poeta y traductora uruguaya."
Nancy Bacelo,https://es.wikipedia.org/wiki/Nancy_Bacelo,Uruguay,"Nancy Bacelo (José Batlle y Ordóñez, Lavalleja, 10 de julio de 1931 - 1 de septiembre de 2007) fue una escritora y gestora cultural uruguaya que realizó una difusión de los autores uruguayos de todas las generaciones en el país. "
Berta Bengochea,https://es.wikipedia.org/wiki/Berta_Bengochea,Uruguay,"Berta Bengochea (Minas, 18 de febrero de 1908 - ) fue una poeta uruguaya que utilizaba el seudónimo Julia Clavel."
Matilde Bianchi,https://es.wikipedia.org/wiki/Matilde_Bianchi,Uruguay,"Matilde Bianchi (Montevideo, 1928 - Ib., 1991) fue una poeta, crítica literaria y profesora uruguaya."
Andrea Blanqué,https://es.wikipedia.org/wiki/Andrea_Blanqu%C3%A9,Uruguay,"Andrea Blanqué (Montevideo, 26 de julio de 1959) es una poeta, narradora y profesora uruguaya."
Sarah Bollo,https://es.wikipedia.org/wiki/Sarah_Bollo,Uruguay,"Sarah Bollo (Montevideo,  28 de julio de 1904 - Montevideo, 3 de marzo de 1987) fue una poeta, profesora y abogada uruguaya con una amplia producción de crítica literaria uruguaya."
Iris Bombet Franco,https://es.wikipedia.org/wiki/Iris_Bombet_Franco,Uruguay,"Iris Bombet Franco (Montevideo, 1 de mayo de 1929-2 de enero de 2014) fue una docente, escritora y poetisa uruguaya."
María Adela Bonavita,https://es.wikipedia.org/wiki/Mar%C3%ADa_Adela_Bonavita,Uruguay,"María Adela Bonavita (San José, 4 de noviembre de 1900 - Montevideo, 9 de mayo de 1934) fue una poeta uruguaya."
Virginia Brindis de Salas,https://es.wikipedia.org/wiki/Virginia_Brindis_de_Salas,Uruguay,"Virginia Brindis de Salas (Montevideo, 18 de setiembre de 1908 - Buenos Aires, 6 de abril de 1958) fue una poeta, periodista y activista afrouruguaya."
Gladys Cancela,https://es.wikipedia.org/wiki/Gladys_Cancela,Uruguay,"Gladys Cancela Mazzucco (Montevideo, 20 de mayo de 1932-julio de 2004) fue una escritora y cantautora uruguaya."
Martha L. Canfield,https://es.wikipedia.org/wiki/Martha_L._Canfield,Uruguay,"Martha L. Canfield (Montevideo, 28 de mayo de 1949) es una escritora, poeta y profesora universitaria uruguaya naturalizada italiana."
María Ester Cantonnet,https://es.wikipedia.org/wiki/Mar%C3%ADa_Ester_Cantonnet,Uruguay,"María Ester Cantonnet (Montevideo,1933-21 de junio de 2017) fue una profesora, crítica literaria y poeta uruguaya. "
Selva Casal,https://es.wikipedia.org/wiki/Selva_Casal,Uruguay,"Selva Casal Muñoz (Montevideo,11 de enero de 1927 - 27 de noviembre de 2020) fue una escritora y poetisa uruguaya."
Esther de Cáceres,https://es.wikipedia.org/wiki/Esther_de_C%C3%A1ceres,Uruguay,"María Esther Correch de Cáceres (Montevideo, 4 de setiembre de 1903 - Rianjo, 3 de febrero de 1971), uruguaya reconocida mayormente como escritora por sus poesías, ensayos, críticas literarias y conferencias, fue también doctora en medicina y profesora de literatura."
Helena Corbellini,https://es.wikipedia.org/wiki/Helena_Corbellini,Uruguay,"Gloria Helena Corbellini Troche (Montevideo, 7 de enero de 1959) es una escritora y profesora uruguaya."
Marosa di Giorgio,https://es.wikipedia.org/wiki/Marosa_di_Giorgio,Uruguay,"María Rosa di Giorgio Médici (Salto, 16 de junio de 1932 - Montevideo, 17 de agosto de 2004) fue una escritora uruguaya que se aventuró en una prosa sumamente inusual y sin precedentes en la historia literaria de su país."
Julia Galemire,https://es.wikipedia.org/wiki/Julia_Galemire,Uruguay,"Julia Galemire (Montevideo,  1 de enero de 1923) es una escritora y poeta uruguaya."
Estrella Genta de Lockhart,https://es.wikipedia.org/wiki/Estrella_Genta_de_Lockhart,Uruguay,"Estrella Genta de Lockhart (Montevideo, 1917 - Ib., 21 de noviembre de 1979) fue una poeta, profesora y abogada uruguaya."
María Gravina Telechea,https://es.wikipedia.org/wiki/Mar%C3%ADa_Gravina_Telechea,Uruguay,"María F. Gravina Telechea (12 de diciembre de 1939, Montevideo) es una poeta uruguaya."
Silvia Guerra,https://es.wikipedia.org/wiki/Silvia_Guerra,Uruguay,"Silvia Guerra (Maldonado, 25 de junio de 1961) es una poeta uruguaya."
Sara de Ibáñez,https://es.wikipedia.org/wiki/Sara_de_Ib%C3%A1%C3%B1ez,Uruguay,"Sara Iglesias Casadei, conocida como Sara de Ibáñez (Chamberlain, Tacuarembó, 10 de enero de 1909 -  Montevideo, 3 de abril de 1971), fue una poeta uruguaya. Esposa del poeta Roberto Ibáñez, fue conocida cariñosamente como «Gran Sara» por escritores como Octavio Paz. Entre otros premios obtuvo el Premio de la Academia Nacional de Letras y el Premio Nacional de Literatura en 1972."
Suleika Ibáñez,https://es.wikipedia.org/wiki/Suleika_Ib%C3%A1%C3%B1ez,Uruguay,"Suleika Ibáñez Iglesias (Montevideo, 8 de diciembre de 1930 - Montevideo, 7 de marzo de 2013) fue una escritora, dramaturga, traductora y profesora uruguaya."
Juana de Ibarbourou,https://es.wikipedia.org/wiki/Juana_de_Ibarbourou,Uruguay," Juana de Ibarbourou  (Fernández Morales, de soltera), también conocida como Juana de América (Melo, Uruguay, 8 de marzo de 1892-Montevideo, 15 de julio de 1979), fue una poetisa uruguaya. Es considerada una de las voces más personales de la lírica hispanoamericana de principios del siglo XX, cuyos poemas tienden a la exaltación sentimental de la entrega amorosa, de la maternidad, de la belleza física y de la naturaleza."
María Carmen Izcua,https://es.wikipedia.org/wiki/Mar%C3%ADa_Carmen_Izcua,Uruguay,"María Carmen Izcua Barbat de Muñoz Ximénez (Montevideo, 1885-1952) fue una poeta y narradora uruguaya, especialmente reconocida por sus textos de fábulas para niños y su poesía con temáticas maternales."
Felisa Lisasola,https://es.wikipedia.org/wiki/Felisa_Lisasola,Uruguay,"Felisa Lisasola (Salto, 31 de octubre de 1877-Salto, 28 de octubre de 1953) fue una poeta uruguaya promotora de una gran actividad cultural en su ciudad."
Luisa Luisi,https://es.wikipedia.org/wiki/Luisa_Luisi,Uruguay,"Luisa Luisi Janicki (Paysandú, 14 de diciembre de 1883 - Santa Lucía, 10 de abril de 1940) fue una poeta, pedagoga y crítica literaria uruguaya."
Circe Maia,https://es.wikipedia.org/wiki/Circe_Maia#Poes%C3%ADa,Uruguay,"Circe Maia (Montevideo, 29 de junio de 1932) es una escritora, poeta, profesora y traductora uruguaya."
Selva Márquez,https://es.wikipedia.org/wiki/Selva_M%C3%A1rquez,Uruguay,"Selva Márquez (Montevideo, 1903 - Ib., 1981) fue una poeta uruguaya de corte surrealista. Con una obra édita muy escasa, publicó tan solo tres libros de poemas entre 1935 y 1941, aunque se conoce que siguió escribiendo durante toda su vida. "
Paulina Medeiros,https://es.wikipedia.org/wiki/Paulina_Medeiros,Uruguay,"María Paulina Medeiros (Montevideo, 29 de marzo de 1903 - Montevideo, ~12 de abril de 1992) fue una narradora, poeta, dramaturga, novelista y cuentista uruguaya."
Alicia Migdal,https://es.wikipedia.org/wiki/Alicia_Migdal,Uruguay,"Alicia Migdal (Montevideo, 5 de diciembre de 1947) es una escritora uruguaya y profesora de literatura, egresada del Instituto de Profesores Artigas. A nivel literario ha cultivado la poesía, la narrativa, y la crítica de cine y literaria."
Arsinoe Moratorio,https://es.wikipedia.org/wiki/Arsinoe_Moratorio,Uruguay,"Arsinoe Moratorio (Montevideo, 1910-1994) fue una poeta uruguaya de mediados del siglo XX."
María Elena Muñoz,https://es.wikipedia.org/wiki/Mar%C3%ADa_Elena_Mu%C3%B1oz,Uruguay,"María Elena Muñoz (Montevideo, 1905-1964) fue una poeta uruguaya."
Tatiana Oroño,https://es.wikipedia.org/wiki/Tatiana_Oro%C3%B1o,Uruguay,"Tatiana Oroño Coirolo (San José de Mayo, 22 de julio de 1947) es una poeta, crítica y profesora de literatura uruguaya."
Cristina Peri Rossi,https://es.wikipedia.org/wiki/Cristina_Peri_Rossi,Uruguay,"Cristina Peri Rossi (Montevideo, Uruguay, 12 de noviembre de 1941) es una escritora, traductora y activista política uruguaya exiliada en España desde 1972 y residente en Barcelona, donde ha desarrollado la mayor parte de su carrera literaria. En 2021 fue galardonada con el Premio Miguel de Cervantes."
Edda Piaggio,https://es.wikipedia.org/wiki/Edda_Piaggio,Uruguay,"Edda Piaggio Victorica (Montevideo, 24 de noviembre de 1928) es una poeta, cuentista, traductora y conferencista uruguaya."
Amalia Polleri,https://es.wikipedia.org/wiki/Amalia_Polleri,Uruguay,"Amalia Polleri (Montevideo, 26 de junio de 1909-18 de junio de 1996) fue una profesora, artista, poeta, periodista y crítica de arte uruguaya."
Teresa Porzecanski,https://es.wikipedia.org/wiki/Teresa_Porzecanski,Uruguay,"Teresa Porzecanski (Montevideo, 5 de mayo de 1945) es una escritora y antropóloga uruguaya. Sus trabajos de ficción abarcan temas que van desde lo femenino y religioso a las vivencias y tradiciones de las comunidades judías asentadas en Uruguay, las minorías afrodescendientes, la religiosidad popular, los sistemas de creencias no tradicionales, el cuerpo y sus implicancias en la identidad, la etiología del prejuicio social e individual, todo ello visto desde una perspectiva antropológica."
Esther Parodi Uriarte de Prunell,https://es.wikipedia.org/wiki/Esther_Parodi_Uriarte_de_Prunell,Uruguay,"Esther Parodi Uriarte de Prunell (Departamento de Durazno, 1887 - 1964) fue una escritora uruguaya que se dedicó a la dramaturgia, al periodismo y a la poesía. Utilizaba para firmar sus composiciones los seudónimos Suzette o Mlle Suzette."
Mercedes Rein,https://es.wikipedia.org/wiki/Mercedes_Rein,Uruguay,"Mercedes Rein (Montevideo, 19 de noviembre de 1930-Montevideo, 31 de diciembre de 2006) fue una escritora, dramaturga y traductora uruguaya."
Sylvia Riestra,https://es.wikipedia.org/wiki/Sylvia_Riestra,Uruguay,"Sylvia Riestra (Montevideo, 23 de diciembre de 1958) es una escritora y profesora uruguaya. "
Alba Roballo,https://es.wikipedia.org/wiki/Alba_Roballo,Uruguay,"Alba Roballo (Baltasar Brum, departamento de Artigas, 1909 - Montevideo, 3 de septiembre de 1996) fue una abogada, escritora y política uruguaya."
Cristina Rodríguez Cabral,https://es.wikipedia.org/wiki/Cristina_Rodr%C3%ADguez_Cabral,Uruguay,"Cristina Rodríguez Cabral (Montevideo, 1959) es una poeta, profesora y activista uruguaya. Es autora de libros de poesía, prosa y ensayo."
Dora Isella Russell,https://es.wikipedia.org/wiki/Dora_Isella_Russell,Uruguay,"Dora Isella Russell (Buenos Aires, 15 de mayo de 1925-8 de noviembre de 1990) fue una poeta y periodista uruguaya de origen argentino."
Graciela Saralegui,https://es.wikipedia.org/wiki/Graciela_Saralegui,Uruguay,"Graciela María Saralegui Leindekar (Montevideo, 21 de setiembre de 1925 - 6 de mayo de 1966) fue una narradora y poeta uruguaya."
Idea Vilariño,https://es.wikipedia.org/wiki/Idea_Vilari%C3%B1o,Uruguay,"Idea Vilariño (Montevideo, 18 de agosto de 1920-Montevideo, 28 de abril de 2009) fue una poeta, ensayista y crítica literaria uruguaya perteneciente al grupo de escritores denominado Generación del 45. Dentro de sus facetas menos conocidas se encuentran la de traductora, compositora y docente."
Ida Vitale,https://es.wikipedia.org/wiki/Ida_Vitale,Uruguay,"Ida Vitale (Montevideo, 2 de noviembre de 1923) es una poeta, traductora, ensayista, profesora y crítica literaria uruguaya miembro del movimiento artístico denominado ""Generación del 45"" y representante de la poesía ""esencialista""."
Giselda Zani,https://es.wikipedia.org/wiki/Giselda_Zani,Uruguay,"Giselda Zani (Génova, Italia, 1909 - Mendoza, Argentina, 1975) fue una poeta, cuentista, crítica cinematográfica y diplomática uruguaya, integrante de la Generación del 45."
Fernanda Trías,https://es.wikipedia.org/wiki/Fernanda_Tr%C3%ADas,Uruguay,"Fernanda Trías (Montevideo, 12 de octubre de 1976) es una escritora uruguaya. "
Úrsula Acosta,https://es.wikipedia.org/wiki/%C3%9Arsula_Acosta,Puerto Rico,"Úrsula Schmidt de Acosta, Ph.D. (14 de enero de 1933-10 de septiembre de 2018) fue una escritora y ensayista alemana/puertorriqueña,una de los miembros fundadores de la Sociedad Genealógica de Puerto Rico, habiendo estudiado y escrito numerosas obras sobre el tema. También fue psicóloga y profesora retirada de la Universidad de Puerto Rico en Mayagüez."
Amelia Agostini de del Río,https://es.wikipedia.org/wiki/%C3%9Arsula_Acosta,Puerto Rico,"Úrsula Schmidt de Acosta, Ph.D. (14 de enero de 1933-10 de septiembre de 2018) fue una escritora y ensayista alemana/puertorriqueña,una de los miembros fundadores de la Sociedad Genealógica de Puerto Rico, habiendo estudiado y escrito numerosas obras sobre el tema. También fue psicóloga y profesora retirada de la Universidad de Puerto Rico en Mayagüez."
Marta Aponte Alsina,https://es.wikipedia.org/wiki/Marta_Aponte_Alsina,Puerto Rico,"Marta Aponte Alsina (Cayey, Puerto Rico, 22 de noviembre de 1945) es una cuentista, novelista y crítica literaria puertorriqueña."
Maria Arrillaga,https://es.wikipedia.org/wiki/Maria_Arrillaga,Puerto Rico,"María Arrillaga (1940) es una poetisa puertorriqueña que ha sido profesora en la Universidad de Puerto Rico, campus de Río Piedras. Enseñó en el Departamento de castellano en el Campus de Río Piedras de la UPR. Es miembro del Comité de Mujeres del PEN, y también fue secretaria. Es autora de varios libros de poesía. Actualmente vive en la ciudad de Nueva York, y en el Barrio Viejo de San Juan, San Juan, Puerto Rico."
Yolanda Arroyo Pizarro,https://es.wikipedia.org/wiki/Yolanda_Arroyo_Pizarro,Puerto Rico,"Yolanda Arroyo Pizarro (Guaynabo, Puerto Rico, 1970) es una novelista, cuentista y ensayista puertorriqueña.  "
María Teresa Babín,https://es.wikipedia.org/wiki/Mar%C3%ADa_Teresa_Bab%C3%ADn,Puerto Rico,"María Teresa Babín Cortés (30 de mayo de 1910- 19 de diciembre de 1989) fue una educadora, crítica literaria, y ensayista puertorriqueña. También se ocupó de la poesía y de la dramaturgia. Entre sus obras más conocidas, están: Panorama de la cultura puertorriqueña, y varios ensayos sobre Federico García Lorca."
Marilyn Batista Márquez,https://es.wikipedia.org/wiki/Marilyn_Batista_M%C3%A1rquez,Puerto Rico,"Marilyn Batista Márquez (Bayamón, Puerto Rico, 1959) es una escritora, periodista y líder defensora de los derechos de la mujer. Es conferencista internacional en temas de igualdad de género y comunicación, y directora fundadora de Revista Petra, publicación dirigida a la mujer emprendedora, profesional y trabajadora, que busca visibilidad de la mujer y la superación a través de la educación y la acción. Desde 1990 reside en Costa Rica."
Pura Belpré,https://es.wikipedia.org/wiki/Pura_Belpr%C3%A9,Puerto Rico,"Pura Teresa Belpré White[nota 1] (1899–1982) fue la primera bibliotecóloga boricua de la ciudad de Nueva York. Fue también escritora, coleccionista de cuentos populares, y titiritera."
Alejandrina Benítez de Gautier,https://es.wikipedia.org/wiki/Alejandrina_Ben%C3%ADtez_de_Gautier,Puerto Rico,"Alejandrina Benítez de Arce[nota 1](Mayagüez, Puerto Rico, 1819-1879) fue una poeta puertorriqueña."
María Bibiana Benítez,https://es.wikipedia.org/wiki/Mar%C3%ADa_Bibiana_Ben%C3%ADtez,Puerto Rico,María Bibiana Benítez Batista[nota 1](10 de diciembre de 1783 – 18 de abril de 1873) fue la primera y conocida poetisa de Puerto Rico y una de sus primeras dramaturgas.
Giannina Braschi,https://es.wikipedia.org/wiki/Giannina_Braschi,Puerto Rico,"Giannina Braschi (San Juan, Puerto Rico, 5 de febrero de 1953) es una escritora puertorriqueña, autora de El imperio de los sueños (1988), la novela bilingüe Yo-Yo Boing! (1998) y Estados Unidos de Banana (2011).  Braschi es conocida por su fantasía cómica, su forma de mezclar géneros literarios, y sus renovaciones lingüísticas con espanglish. "
Julia de Burgos,https://es.wikipedia.org/wiki/Julia_de_Burgos,Puerto Rico,"Julia Constancia Burgos García  (Carolina, Puerto Rico; 17 de febrero de 1914 - 6 de julio de 1953), conocida como Julia de Burgos, es considerada por muchos críticos como la más excelsa poetisa puertorriqueña. Fue también partidaria de la independencia de la isla."
Mayra Calvani,https://es.wikipedia.org/wiki/Mayra_Calvani,Puerto Rico,"Mayra Calvani Eyuboglu (1967, San Juan, Puerto Rico) es una escritora portorriqueña, de literatura negra, y también ensayista."
Isabel Cuchí Coll,https://es.wikipedia.org/wiki/Isabel_Cuch%C3%AD_Coll,Puerto Rico,"Isabel Cuchí Coll[nota 1] (28 de marzo de 1904- 22 de diciembre de 1993) fue una escritora, poeta, periodista, y profesora puertorriqueña; fue directora de la ""Sociedad de Autores Puertorriqueños"". Provenía de una familia de portorriqueños historiadores y políticos.[nota 2]"
Angelamaría Dávila,https://es.wikipedia.org/wiki/Angelamar%C3%ADa_D%C3%A1vila,Puerto Rico,"Ángela María Dávila Malavé, también conocida como Angelamaría Dávila (n. Humacao, 21 de febrero de 1944 - f. Río Grande, 8 de julio de 2003), fue una poeta y declamadora puertorriqueña considerada por muchos como la más destacado miembro de la Generación del 60, y en particular del colectivo literario Guajana."
Caridad de la Luz,https://es.wikipedia.org/wiki/Caridad_de_la_Luz,Puerto Rico,"Caridad De la Luz (21 de enero de 1977), a.k.a. ""La Bruja"" es una poetisa, actriz, cantante, rapera, performer, y activista estadounidense- portorriqueña."
Sandra María Esteves,https://es.wikipedia.org/wiki/Sandra_Mar%C3%ADa_Esteves,Puerto Rico,"Sandra María Esteves es una poeta, dramaturga, y artista gráfica estadounidense latina de ascendencia puertorriqueña y dominicana. Nació y creció en el Bronx, Nueva York, y es una de las fundadoras del Movimiento Nuyorican. Ha publicado numerosas colecciones de poesía y ha dirigido programas literarios en organizaciones tales como el Caribbean Cultural Center y el Museo del Barrio. Vive en la ciudad de Nueva York."
Carmela Eulate Sanjurjo,https://es.wikipedia.org/wiki/Carmela_Eulate_Sanjurjo,Puerto Rico,"Carmela Eulate Sanjurjo (San Juan, Puerto Rico, 30 de agosto de 1871-Barcelona, España, 3 de julio de 1961) fue una escritora, traductora, pintora, pianista, cantante, musicóloga y crítica musical puertorriqueña. Es considerada pionera en el movimiento feminista de la zona antillana, postura que ha quedado plasmada en sus obras literarias y ensayos."
Rosario Ferré,https://es.wikipedia.org/wiki/Rosario_Ferr%C3%A9,Puerto Rico,"Rosario Ferré Ramírez de Arellano (Ponce, Puerto Rico, 28 de septiembre de 1938 - San Juan, Puerto Rico, 18 de febrero de 2016) fue una escritora y poeta puertorriqueña."
Magali García Ramis,https://es.wikipedia.org/wiki/Magali_Garc%C3%ADa_Ramis,Puerto Rico,"Magali García Ramis (Santurce, Puerto Rico, 1946) es una escritora puertorriqueña."
Quiara Alegría Hudes,https://es.wikipedia.org/wiki/Quiara_Alegr%C3%ADa_Hudes,Puerto Rico,"Quiara[nota 1]Alegría Hudes [nota 2] (1977 ) es una escritora, y dramaturga portorriqueña - estadounidense, autora conocida por escribir el libro ganador del Premio Tony al mejor musical In the Heights. En 2012, ganó el Premio Pulitzer de Dramas por su obra Water by the Spoonful (Agua a cucharadas)."
Janette Becerra,https://es.wikipedia.org/wiki/Janette_Becerra,Puerto Rico,"Janette Becerra es una escritora, narradora, poeta, compositora y crítica literaria puertorriqueña."
Georgina Lázaro,https://es.wikipedia.org/wiki/Georgina_L%C3%A1zaro,Puerto Rico,"Georgina Lázaro-León (San Juan, 27 de diciembre de 1965) es una escritora y poetisa puertorriqueña, bilingüe y bicultural, cuyo trabajo se ha centrado en los niños. Sus poemas para la niñez han sido grabados por muchos artistas, entre ellos Tony Croatto."
Erika López,https://es.wikipedia.org/wiki/Erika_L%C3%B3pez,Puerto Rico,"Erika López ( 1968) es una historietista, artista plástica, artista de performance y novelista estadounidense de ascendencia puertorriqueña. Ha publicado seis libros y habla abiertamente de su bisexualidad. Vive en San Francisco, California. "
Margarita Maldonado Colón,https://es.wikipedia.org/wiki/Margarita_Maldonado_Col%C3%B3n,Puerto Rico,Margarita Maldonado Colón es una escritora e investigadora puertorriqueña.
Concha Meléndez,https://es.wikipedia.org/wiki/Concha_Mel%C3%A9ndez,Puerto Rico,"Concha Meléndez (21 de enero de 1895-26 de junio de 1983) fue una educadora, poetisa y escritora puertorriqueña."
Nancy Mercado,https://es.wikipedia.org/wiki/Nancy_Mercado,Puerto Rico,"Nancy Mercado BA, MA, Ph.D. (26 de diciembre de 1959) es una escritora, dramaturga, traductora, y profesora puertorriqueña, además de editora, y activista; su trabajo se centra en las cuestiones de la injusticia, el ambiente y las relaciones de los puertorriqueños, y en general de los hispanos y latinos en Estados Unidos. Forma parte del Movimiento Nuyoricano, un género literario que surgió del Movimiento beat."
Mayra Montero,https://es.wikipedia.org/wiki/Mayra_Montero,Puerto Rico,"Mayra Montero (La Habana, 1952) es una escritora cubano-puertorriqueña."
Esmeralda Santiago,https://es.wikipedia.org/wiki/Esmeralda_Santiago,Puerto Rico,"Esmeralda ""Negi"" Santiago (San Juan (Puerto Rico), 17 de mayo de 1948) es una renombrada escritora puertorriqueña."
Mayra Santos-Febres,https://es.wikipedia.org/wiki/Mayra_Santos-Febres,Puerto Rico,"Mayra Santos-Febres (Carolina, Puerto Rico, 26 de febrero de 1966) es una poeta, novelista, ensayista y profesora universitaria. Comenzó a publicar poemas desde el 1984 en revistas y periódicos internacionales tales como Casa de las Américas de Cuba, Página doce de Argentina, Revue Noire de Francia y Review:    Latin American Literature and Arts, en Nueva York.  "
Luz María Umpierre,https://es.wikipedia.org/wiki/Luz_Mar%C3%ADa_Umpierre,Puerto Rico,"Luz María Umpierre Herrera ( 1947) es una poeta puertorriqueña, investigadora y activista de derechos humanos que vive en los Estados Unidos. Es también conocida como Luzma Umpierre. Es ampliamente reconocida por su exploración abierta de su lesbianismo, la experiencia inmigrante, y el bilingüismo, y por su intercambio poético con la importante poeta nuyorican Sandra María Esteves."
Lourdes Vázquez,https://es.wikipedia.org/wiki/Lourdes_V%C3%A1zquez,Puerto Rico,Lourdes Vázquez es una escritora nacida en Puerto Rico y residente hace muchos años en los Estados Unidos.
Ana Lydia Vega,https://es.wikipedia.org/wiki/Ana_Lydia_Vega,Puerto Rico,"Ana Lydia Vega (6 de diciembre de 1946, Santurce, San Juan, Puerto Rico), es una escritora puertorriqueña ganadora del Premio Casa de las Américas en 1982 y del Premio Juan Rulfo en 1984."
Iris M. Zavala,https://es.wikipedia.org/wiki/Iris_M._Zavala,Puerto Rico,"Iris M. Zavala Zapata[nota 1](Ponce, Puerto Rico, 27 de diciembre de 1936-Madrid, 10 de abril de 2020) fue una escritora, historiadora, poeta e intelectual puertorriqueña. Es autora de más de cincuenta libros, además de cientos de artículos, tesis y conferencias; incluyendo novelas, como Nocturna, mas no funesta."
Lina Meruane Boza,https://es.wikipedia.org/wiki/Lina_Meruane,Chile,"Lina Meruane Boza (Santiago de Chile, 1970) es una escritora y docente chilena.Su obra, escrita en español, ha sido traducida al inglés, italiano, portugués, alemán y francés.En 2011 ganó el Premio Anna Seghers por la calidad de su obra, y en 2012 el Premio Sor Juana Inés de la Cruz, por su novela Sangre en el ojo."
Paz Molina,https://es.wikipedia.org/wiki/Paz_Molina,Chile,"Paz Molina (n. Santiago, 1945), poetisa chilena. "
"Sonia Cristina Montecino Aguirre ",https://es.wikipedia.org/wiki/Sonia_Montecino,Chile,Sonia Cristina Montecino Aguirre (12 de noviembre de 1954) es una antropóloga y escritora chilena. Obtuvo el Premio Nacional de Humanidades y Ciencias Sociales en 2013.
Ana del Rosario Montrosis Guaje,https://es.wikipedia.org/wiki/Ana_del_Rosario_Montrosis,Chile,"Ana del Rosario Montrosis Guaje (Valdivia, 20 de diciembre de 1969) es una crítica literaria, poeta y columnista chilena en el periódico datos sur de Puerto Montt, para-diario la Florida y en el periódico San Bernardino, entre otros."
Enriqueta Petitpas Cotton,https://es.wikipedia.org/wiki/Henriette_Morvan,Chile,"Enriqueta Petitpas Cotton —más conocida como Henriette Morvan o Damita Duende (Santiago de Chile, 1900—?​) fue una periodista, escritora y editora chilena​ adscrita al género de la literatura infantil y juvenil, escribiendo y recopilando relatos relacionados con dicho género."
Raquel Muñoz de Franco,https://es.wikipedia.org/wiki/Raquel_Mu%C3%B1oz_de_Franco,Chile,"Raquel Muñoz de Franco (Santiago de Chile, 8 de marzo de 1923 - Chitré, Panamá, 19 de diciembre de 1998) fue una poeta panameña. "
Eliana Navarro Barahona,https://es.wikipedia.org/wiki/Eliana_Navarro,Chile,"Eliana Navarro Barahona (Valparaíso, 19 de julio de 1920-Santiago, 5 de junio de 2006) fue una poeta chilena."
María José Navia,https://es.wikipedia.org/wiki/Mar%C3%ADa_Jos%C3%A9_Navia,Chile,"María José Navia (Santiago de Chile, 6 de julio de 1982) es una escritora y profesora chilena."
Victoria Saavedra Rojas,https://es.wikipedia.org/wiki/Victoria_Orjikh,Chile,"Victoria Saavedra Rojas -más conocida por su seudónimo literario Victoria Orjikh- (Santiago de Chile, 14 de octubre de 1908 - Ibídem, 4 de mayo de 1983) fue una poeta, cuentista, novelista y dramaturga chilena."
Vilma Orrego Zúñiga,https://es.wikipedia.org/wiki/Vilma_Orrego,Chile,"Vilma Orrego Zúñiga (n. Quillota) es una poeta, prosista, cuentista y narradora chilena."
Emilia Pincheira Oyarzún,https://es.wikipedia.org/wiki/Mila_Oyarzún,Chile,"Emilia Pincheira Oyarzún (más conocida como Mila Oyarzún, Concepción, 1912 - Santiago, 9 de octubre de 1982) fue una escritora, poeta y activista de los derechos humanos chilena que cultivó los géneros literarios de la poesía y novela. Fue integrante y ocupó un cargo directivo en el Grupo Fuego de Poesía (fundado en 1955) junto a varios escritores como José Miguel Vicuña, María Silva Ossa, Carlos René Correa, Eliana Navarro, Francisca Ossandón y Chela Reyes, entre otros."
María Teresa Panchillo Nekulwual,https://es.wikipedia.org/wiki/Mar%C3%ADa_Teresa_Panchillo,Chile,"María Teresa Panchillo Nekulwual es una poeta y activista política chilena de origen mapuche, que ha utilizado la poesía como instrumento político en la reterritorialización de las tierras mapuche."
Mara Rita Villaorrel Oñate,https://es.wikipedia.org/wiki/Mara_Rita,"Mara Rita Villaorrel Oñate (Santiago de Chile, 10 de abril de 1991 - Santiago de Chile, 19 de abril de 2016) fue una escritora, profesora y activista por los derechos LGTB."
